,STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21,WT22,WV01
2748,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-11,80.0,90.0,,,1042.0,0.0,0.0,0.0,,76,63,,150.0,,,,,,15.0,,,18.3,,,,,,,,,,,,,,,1.0,,,,,
2749,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-12,100.0,100.0,,,1212.0,0.49,0.0,0.0,,74,69,,170.0,,,,,,21.0,,,26.4,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,
2750,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-13,70.0,70.0,,,1330.0,0.04,0.0,0.0,,83,70,,190.0,,,,,,15.0,,,18.3,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,
2751,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-14,30.0,20.0,,,1018.0,0.0,0.0,0.0,,87,74,,10.0,,,,,,13.0,,,18.3,,,,,,,,,1.0,,,,,,,,,,,
2752,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-15,20.0,30.0,,,1412.0,0.0,0.0,0.0,,90,66,,30.0,,,,,,14.1,,,17.2,,,,,,,,,,,,,,,,,,,,
2753,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-16,60.0,60.0,,,1506.0,0.0,0.0,0.0,,91,68,,190.0,,,,,,16.1,,,20.8,,1.0,,,,,,,1.0,,,,,,,,,,,
2754,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-17,70.0,60.0,,,1712.0,0.0,0.0,0.0,,87,73,,190.0,,,,,,17.9,,,21.9,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2755,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-18,60.0,60.0,,,912.0,0.0,0.0,0.0,,90,75,,210.0,,,,,,14.1,,,15.0,,,,,,,,,1.0,,,,,,,,,,,
2756,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-19,30.0,10.0,,,2000.0,0.0,0.0,0.0,,95,74,,200.0,,,,,,16.1,,,23.0,,1.0,,,,,,,1.0,,,,,,,,,,,
2757,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-20,70.0,70.0,,,42.0,0.0,0.0,0.0,,89,73,,310.0,,,,,,14.1,,,20.8,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2758,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-21,50.0,40.0,,,1900.0,0.0,0.0,0.0,,92,73,,190.0,,,,,,17.9,,,25.3,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2759,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-22,20.0,10.0,,,2148.0,0.0,0.0,0.0,,87,66,,30.0,,,,,,23.0,,,28.9,,,,,,,,,,,,,,,,,,,,
2760,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-23,30.0,20.0,,,1148.0,0.0,0.0,0.0,,82,63,,350.0,,,,,,15.0,,,21.9,,,,,,,,,,,,,,,,,,,,
2761,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-24,50.0,40.0,,,1448.0,0.0,0.0,0.0,,83,67,,200.0,,,,,,25.1,,,35.6,,,,,,,,,,,,,,,,,,,,
2762,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-25,100.0,100.0,,,1624.0,1.06,0.0,0.0,,72,68,,240.0,,,,,,21.0,,,28.9,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,
2763,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-26,30.0,30.0,,,1300.0,0.0,0.0,0.0,,80,64,,340.0,,,,,,17.0,,,31.1,,,,,,,,,,,,,,,,,,,,
2764,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-27,10.0,20.0,,,830.0,0.0,0.0,0.0,,74,60,,210.0,,,,,,14.1,,,19.5,,,,,,,,,,,,,,,,,,,,
2765,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-28,40.0,50.0,,,1424.0,0.0,0.0,0.0,,76,57,,150.0,,,,,,16.1,,,20.8,,,,,,,,,,,,,,,,,,,,
2766,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-29,70.0,70.0,,,1348.0,0.0,0.0,0.0,,77,65,,150.0,,,,,,16.1,,,20.8,,,,,,,,,,,,,,,,,,,,
2767,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-30,60.0,70.0,,,2348.0,0.48,0.0,0.0,,75,65,,270.0,,,,,,10.1,,,17.2,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2768,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-07-31,0.0,0.0,,,1724.0,0.0,0.0,0.0,,81,68,,180.0,,,,,,17.9,,,24.2,,1.0,,,,,,,1.0,,,,,,,,,,,
2769,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-01,90.0,100.0,,,1406.0,0.54,0.0,0.0,,79,67,,240.0,,,,,,29.1,,,43.6,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,
2770,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-02,70.0,70.0,,,1824.0,0.0,0.0,0.0,,84,68,,240.0,,,,,,15.0,,,17.2,,1.0,,,,,,,1.0,,,,,,,,,,,
2771,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-03,100.0,100.0,,,1830.0,0.4,0.0,0.0,,76,67,,200.0,,,,,,12.1,,,13.9,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2772,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-04,50.0,50.0,,,1830.0,0.64,0.0,0.0,,83,67,,180.0,,,,,,13.0,,,16.1,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,
2773,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-05,40.0,60.0,,,1412.0,0.13,0.0,0.0,,82,69,,270.0,,,,,,19.9,,,28.9,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,
2774,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-06,60.0,70.0,,,1642.0,0.53,0.0,0.0,,90,73,,280.0,,,,,,21.0,,,30.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,
2775,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-07,60.0,70.0,,,1648.0,0.47,0.0,0.0,,86,74,,280.0,,,,,,19.9,,,23.0,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,
2776,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-08,50.0,50.0,,,2354.0,0.0,0.0,0.0,,90,74,,260.0,,,,,,17.9,,,20.8,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2777,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-09,60.0,60.0,,,124.0,0.0,0.0,0.0,,93,72,,270.0,,,,,,16.1,,,20.8,,,,,,,,,1.0,,,,,,1.0,,,,,
2778,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-10,90.0,100.0,,,2254.0,0.02,0.0,0.0,,82,68,,270.0,,,,,,17.0,,,20.8,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,
2779,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-11,50.0,50.0,,,1412.0,0.0,0.0,0.0,,90,74,,200.0,,,,,,16.1,,,18.3,,,,,,,,,1.0,,,,,,,,,,,
2780,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-12,80.0,90.0,,,1454.0,0.0,0.0,0.0,,86,74,,260.0,,,,,,19.9,,,27.5,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2781,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-13,100.0,100.0,,,2048.0,0.65,0.0,0.0,,77,65,,230.0,,,,,,13.0,,,19.5,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,
2782,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-14,90.0,100.0,,,218.0,0.22,0.0,0.0,,77,71,,260.0,,,,,,14.1,,,24.2,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2783,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-15,40.0,50.0,,,1006.0,0.0,0.0,0.0,,84,67,,320.0,,,,,,13.0,,,18.3,,,,,,,,,1.0,,,,,,,,,,,
2784,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-16,80.0,100.0,,,1736.0,0.0,0.0,0.0,,77,64,,180.0,,,,,,16.1,,,21.9,,,,,,,,,1.0,,,,,,1.0,,,,,
2785,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-17,90.0,90.0,,,1754.0,0.02,0.0,0.0,,83,69,,280.0,,,,,,17.0,,,30.0,,,,,,,,,1.0,,,,,,1.0,,,,,
2786,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-18,60.0,80.0,,,1506.0,0.0,0.0,0.0,,75,61,,300.0,,,,,,15.0,,,21.9,,,,,,,,,,,,,,,,,,,,
2787,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-19,30.0,40.0,,,1842.0,0.0,0.0,0.0,,71,54,,190.0,,,,,,13.0,,,17.2,,,,,,,,,,,,,,,,,,,,
2788,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-20,40.0,50.0,,,1418.0,0.0,0.0,0.0,,77,59,,290.0,,,,,,15.0,,,20.8,,,,,,,,,,,,,,,,,,,,
2789,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-21,30.0,20.0,,,2242.0,0.0,0.0,0.0,,70,50,,170.0,,,,,,14.1,,,18.3,,,,,,,,,,,,,,,,,,,,
2790,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-22,60.0,70.0,,,206.0,0.7,0.0,0.0,,81,62,,260.0,,,,,,17.9,,,27.5,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2791,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-23,60.0,90.0,,,2130.0,0.0,0.0,0.0,,79,61,,230.0,,,,,,10.1,,,11.4,,,,,,,,,1.0,,,,,,,,,,,
2792,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-24,100.0,100.0,,,2336.0,0.52,0.0,0.0,,76,63,,10.0,,,,,,16.1,,,21.9,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2793,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-25,10.0,10.0,,,118.0,0.0,0.0,0.0,,75,55,,10.0,,,,,,16.1,,,24.2,,,,,,,,,,,,,,,,,,,,
2794,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-26,40.0,50.0,,,1848.0,0.0,0.0,0.0,,75,61,,200.0,,,,,,15.0,,,24.2,,,,,,,,,,,,,,,,,,,,
2795,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-27,30.0,40.0,,,2348.0,0.0,0.0,0.0,,77,63,,200.0,,,,,,17.9,,,21.9,,,,,,,,,,,,,,,,,,,,
2796,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-28,20.0,20.0,,,1554.0,0.0,0.0,0.0,,82,66,,200.0,,,,,,17.9,,,20.8,,,,,,,,,1.0,,,,,,,,,,,
2797,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-29,10.0,10.0,,,2218.0,0.0,0.0,0.0,,81,67,,190.0,,,,,,15.0,,,24.2,,1.0,,,,,,,1.0,,,,,,,,,,,
2798,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-30,50.0,60.0,,,1354.0,0.0,0.0,0.0,,90,68,,200.0,,,,,,10.1,,,18.3,,,,,,,,,1.0,,,,,,1.0,,,,,
2799,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-08-31,100.0,100.0,,,1224.0,0.01,0.0,0.0,,73,68,,80.0,,,,,,14.1,,,17.2,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2800,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-01,50.0,40.0,,,2206.0,0.09,0.0,0.0,,81,69,,190.0,,,,,,14.1,,,18.3,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,
2801,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-02,50.0,30.0,,,1836.0,1.3,0.0,0.0,,86,71,,20.0,,,,,,46.1,,,55.3,,1.0,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,
2802,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-03,70.0,70.0,,,2112.0,0.0,0.0,0.0,,90,73,,290.0,,,,,,15.0,,,19.5,,,,,,,,,1.0,,,,,,,,,,,
2803,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-04,50.0,50.0,,,1254.0,0.0,0.0,0.0,,79,64,,10.0,,,,,,14.1,,,18.3,,,,,,,,,,,,,,,,,,,,
2804,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-05,70.0,90.0,,,1606.0,0.0,0.0,0.0,,78,67,,240.0,,,,,,14.1,,,18.3,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2805,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-06,90.0,90.0,,,618.0,0.02,0.0,0.0,,81,70,,20.0,,,,,,12.1,,,15.0,,,,,,,,,1.0,,,,,,1.0,,,,,
2806,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-07,80.0,80.0,,,200.0,0.0,0.0,0.0,,76,65,,20.0,,,,,,16.1,,,20.8,,,,,,,,,,,,,,,1.0,,,,,
2807,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-08,60.0,70.0,,,1836.0,0.0,0.0,0.0,,72,61,,150.0,,,,,,10.1,,,18.3,,,,,,,,,,,,,,,,,,,,
2808,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-09,50.0,50.0,,,1212.0,0.04,0.0,0.0,,75,58,,110.0,,,,,,16.1,,,23.0,,1.0,,,,,,,,,,,,,1.0,,,,,
2809,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-10,70.0,80.0,,,2212.0,0.17,0.0,0.0,,81,67,,340.0,,,,,,17.9,,,27.5,,1.0,,,,,,,,,,,,,1.0,,,,,
2810,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-11,20.0,30.0,,,924.0,0.0,0.0,0.0,,72,60,,320.0,,,,,,19.9,,,25.3,,,,,,,,,,,,,,,,,,,,
2811,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-12,30.0,30.0,,,2230.0,0.0,0.0,0.0,,68,50,,190.0,,,,,,14.1,,,18.3,,,,,,,,,,,,,,,,,,,,
2812,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-13,60.0,70.0,,,1548.0,0.0,0.0,0.0,,74,64,,200.0,,,,,,21.9,,,28.9,,,,,,,,,,,,,,,1.0,,,,,
2813,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-14,60.0,80.0,,,918.0,0.03,0.0,0.0,,79,63,,320.0,,,,,,21.9,,,31.1,,1.0,,,,,,,,,,,,,1.0,,,,,
2814,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-15,50.0,50.0,,,806.0,0.0,0.0,0.0,,68,56,,20.0,,,,,,14.1,,,20.8,,,,,,,,,,,,,,,,,,,,
2815,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-16,100.0,100.0,,,1900.0,0.43,0.0,0.0,,67,61,,220.0,,,,,,14.1,,,19.5,,1.0,,,,,,,,,,,,,1.0,,,,,
2816,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-17,80.0,90.0,,,1730.0,0.34,0.0,0.0,,80,66,,220.0,,,,,,13.0,,,16.1,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2817,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-18,70.0,60.0,,,2306.0,0.0,0.0,0.0,,83,65,,240.0,,,,,,14.1,,,20.8,,1.0,,,,,,,1.0,,,,,,,,,,,
2818,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-19,60.0,50.0,,,18.0,0.01,0.0,0.0,,83,67,,230.0,,,,,,13.0,,,25.3,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2819,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-20,100.0,100.0,,,1148.0,0.21,0.0,0.0,,70,52,,60.0,,,,,,17.9,,,25.3,,1.0,1.0,,,,,,,,,,,,1.0,,,,,
2820,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-21,100.0,100.0,,,942.0,0.0,0.0,0.0,,61,52,,60.0,,,,,,13.0,,,16.1,,,,,,,,,,,,,,,1.0,,,,,
2821,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-22,100.0,100.0,,,12.0,0.0,0.0,0.0,,55,51,,60.0,,,,,,13.0,,,13.9,,,,,,,,,,,,,,,1.0,,,,,
2822,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-23,100.0,100.0,,,2012.0,0.3,0.0,0.0,,62,54,,130.0,,,,,,10.1,,,15.0,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2823,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-24,100.0,100.0,,,1730.0,1.16,0.0,0.0,,65,52,,70.0,,,,,,21.0,,,25.3,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2824,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-25,100.0,100.0,,,612.0,1.25,0.0,0.0,,56,52,,90.0,,,,,,21.0,,,27.5,,1.0,,,,,,,,,,,,,1.0,,,,,
2825,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-26,90.0,100.0,,,1706.0,1.26,0.0,0.0,,70,56,,190.0,,,,,,21.9,,,31.1,,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,
2826,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-27,60.0,60.0,,,1824.0,0.06,0.0,0.0,,74,60,,270.0,,,,,,17.0,,,23.0,,,,,,,,,,,,,,,1.0,,,,,
2827,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-28,40.0,50.0,,,2206.0,0.02,0.0,0.0,,74,57,,300.0,,,,,,17.0,,,23.0,,,,,,,,,1.0,,,,,,1.0,,,,,
2828,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-29,20.0,20.0,,,1454.0,0.0,0.0,0.0,,68,53,,340.0,,,,,,21.0,,,27.5,,,,,,,,,,,,,,,,,,,,
2829,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-09-30,30.0,40.0,,,1930.0,0.0,0.0,0.0,,67,55,,200.0,,,,,,16.1,,,18.3,,,,,,,,,,,,,,,,,,,,
2830,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-01,80.0,90.0,,,1748.0,0.16,0.0,0.0,,70,60,,190.0,,,,,,25.1,,,36.7,,,,,,,,,1.0,,,,,,1.0,,,,,
2831,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-02,60.0,90.0,,,1636.0,0.36,0.0,0.0,,71,55,,330.0,,,,,,17.0,,,24.2,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,
2832,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-03,60.0,80.0,,,1512.0,0.0,0.0,0.0,,58,49,,310.0,,,,,,25.1,,,33.3,,,,,,,,,,,,,,,1.0,,,,,
2833,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-04,20.0,40.0,,,1142.0,0.0,0.0,0.0,,66,47,,310.0,,,,,,17.9,,,27.5,,,,,,,,,,,,,,,,,,,,
2834,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-05,30.0,20.0,,,2342.0,0.0,0.0,0.0,,67,50,,250.0,,,,,,13.0,,,17.2,,,,,,,,,,,,,,,,,,,,
2835,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-06,50.0,90.0,,,806.0,0.03,0.0,0.0,,61,49,,340.0,,,,,,12.1,,,17.2,,,,,,,,,1.0,,,,,,1.0,,,,,
2836,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-07,30.0,50.0,,,1206.0,0.0,0.0,0.0,,61,44,,340.0,,,,,,13.0,,,20.8,,,,,,,,,,,,,,,,,,,,
2837,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-08,80.0,100.0,,,2236.0,0.2,0.0,0.0,,59,43,,130.0,,,,,,15.0,,,21.9,,1.0,,,,,,,,,,,,,1.0,,,,,
2838,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-09,80.0,100.0,,,1930.0,1.22,0.0,0.0,,63,50,,190.0,,,,,,21.9,,,30.0,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2839,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-10,40.0,60.0,,,1324.0,0.0,0.0,0.0,,59,44,,280.0,,,,,,16.1,,,26.4,,,,,,,,,,,,,,,,,,,,
2840,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-11,40.0,40.0,,,1118.0,0.0,0.0,0.0,,62,40,,180.0,,,,,,13.0,,,18.3,,,,,,,,,,,,,,,,,,,,
2841,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-12,80.0,80.0,,,1624.0,0.0,0.0,0.0,,60,52,,290.0,,,,,,16.1,,,23.0,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
2842,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-13,90.0,100.0,,,1048.0,0.0,0.0,0.0,,53,47,,20.0,,,,,,15.0,,,21.9,,,,,,,,,,,,,,,,,,,,
2843,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-14,100.0,100.0,,,1748.0,0.84,0.0,0.0,,50,45,,40.0,,,,,,29.1,,,40.3,,1.0,,,,,,,,,,,,,1.0,,,,,
2844,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-15,50.0,50.0,,,1412.0,0.21,0.0,0.0,,60,44,,310.0,,,,,,23.9,,,30.0,,1.0,,,,,,,,,,,,,1.0,,,,,
2845,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-16,60.0,60.0,,,1418.0,0.12,0.0,0.0,,63,48,,240.0,,,,,,17.0,,,23.0,,,,1.0,,,,,,,,,,,1.0,,,,,
2846,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-17,80.0,100.0,,,1412.0,0.14,0.0,0.0,,53,39,,300.0,,,,,,29.1,,,41.4,,1.0,,,,,,,,,,,,,1.0,,,,,
2847,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-18,50.0,50.0,,,1830.0,0.0,0.0,0.0,,57,38,,200.0,,,,,,19.9,,,25.3,,,,,,,,,,,,,,,,,,,,
2848,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-19,90.0,90.0,,,1048.0,0.16,0.0,0.0,,59,49,,100.0,,,,,,19.9,,,20.8,,,,1.0,,,,,,,,,,,1.0,,,,,
2849,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-20,70.0,90.0,,,912.0,0.81,0.0,0.0,,58,48,,340.0,,,,,,19.9,,,30.0,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,
2850,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-21,10.0,10.0,,,1548.0,0.0,0.0,0.0,,63,47,,310.0,,,,,,14.1,,,21.9,,,,,,,,,,,,,,,,,,,,
2851,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-22,10.0,10.0,,,1148.0,0.0,0.0,0.0,,68,48,,340.0,,,,,,14.1,,,27.5,,,,,,,,,1.0,,,,,,,,,,,
2852,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-23,30.0,40.0,,,242.0,0.0,0.0,0.0,,57,40,,20.0,,,,,,14.1,,,17.2,,,,,,,,,,,,,,,,,,,,
2853,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-24,0.0,0.0,,,2354.0,0.0,0.0,0.0,,56,36,,190.0,,,,,,10.1,,,19.5,,,,,,,,,,,,,,,,,,,,
2854,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-25,50.0,60.0,,,30.0,0.0,0.0,0.0,,61,47,,240.0,,,,,,12.1,,,17.2,,,,,,,,,1.0,,,,,,,,,,,
2855,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-26,90.0,100.0,,,2118.0,0.16,0.0,0.0,,62,50,,30.0,,,,,,8.1,,,11.4,,1.0,,,,,,,,,,,,,1.0,,,,,
2856,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-27,80.0,90.0,,,1218.0,0.0,0.0,0.0,,72,57,,10.0,,,,,,8.9,,,12.8,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
2857,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-28,50.0,40.0,,,1536.0,0.0,0.0,0.0,,70,52,,10.0,,,,,,17.9,,,23.0,,1.0,,,,,,,1.0,,,,,,,,,,,
2858,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-29,10.0,20.0,,,1254.0,0.0,0.0,0.0,,61,44,,50.0,,,,,,16.1,,,25.3,,,,,,,,,,,,,,,,,,,,
2859,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-30,0.0,0.0,,,1124.0,0.0,0.0,0.0,,58,38,,60.0,,,,,,12.1,,,17.2,,,,,,,,,,,,,,,,,,,,
2860,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-10-31,40.0,50.0,,,1024.0,0.0,0.0,0.0,,55,36,,70.0,,,,,,14.1,,,20.8,,,,,,,,,,,,,,,,,,,,
2861,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-11-01,50.0,20.0,,,1048.0,0.0,0.0,0.0,,58,44,,90.0,,,,,,15.0,,,23.0,,,,,,,,,,,,,,,,,,,,
2862,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-11-02,90.0,80.0,,,1842.0,0.0,0.0,0.0,,67,52,,90.0,,,,,,17.9,,,23.0,,,,,,,,,1.0,,,,,,,,,,,
2863,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-11-03,90.0,90.0,,,1206.0,0.0,0.0,0.0,,67,55,,80.0,,,,,,15.0,,,21.9,,,,,,,,,,,,,,,1.0,,,,,
2864,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-11-04,90.0,90.0,,,1048.0,0.0,0.0,0.0,,70,60,,160.0,,,,,,12.1,,,16.1,,1.0,,,,,,,1.0,,,,,,,,,,,
2865,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1977-11-05,100.0,100.0,,,1530.0,0.0,0.0,0.0,,69,53,,70.0,,,,,,14.1,,,20.8,,1.0,1.0,,,,,,,,,,,,1.0,,,,,
