DATE,name,station,tmax,tmin,rolling_3_tmax,rolling_3_tmin,month_avg_tmax,day_avg_tmax,month_avg_tmin,day_avg_tmin,target
1970-01-03,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,38,25,32.333333333333336,23.0,38.0,38.0,25.0,25.0,31.0
1970-01-04,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,31,23,33.333333333333336,23.333333333333332,34.5,31.0,24.0,23.0,35.0
1970-01-05,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,35,21,34.666666666666664,23.0,34.666666666666664,35.0,23.0,21.0,36.0
1970-01-06,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,36,28,34.0,24.0,35.0,36.0,24.25,28.0,28.0
1970-01-07,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,28,22,33.0,23.666666666666668,33.6,28.0,23.8,22.0,23.0
1970-01-08,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,23,8,29.0,19.333333333333332,31.833333333333332,23.0,21.166666666666668,8.0,15.0
1970-01-09,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,15,6,22.0,12.0,29.428571428571427,15.0,19.0,6.0,32.0
1970-01-10,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,32,10,23.333333333333332,8.0,29.75,32.0,17.875,10.0,29.0
1970-01-11,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,29,21,25.333333333333332,12.333333333333334,29.666666666666668,29.0,18.22222222222222,21.0,31.0
1970-01-12,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,31,24,30.666666666666668,18.333333333333332,29.8,31.0,18.8,24.0,34.0
1970-01-13,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,34,25,31.333333333333332,23.333333333333332,30.181818181818183,34.0,19.363636363636363,25.0,26.0
1970-01-14,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,26,16,30.333333333333332,21.666666666666668,29.833333333333332,26.0,19.083333333333332,16.0,29.0
1970-01-15,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,29,13,29.666666666666668,18.0,29.76923076923077,29.0,18.615384615384617,13.0,36.0
1970-01-16,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,36,21,30.333333333333332,16.666666666666668,30.214285714285715,36.0,18.785714285714285,21.0,43.0
1970-01-17,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,43,30,36.0,21.333333333333332,31.066666666666666,43.0,19.533333333333335,30.0,42.0
1970-01-18,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,42,25,40.333333333333336,25.333333333333332,31.75,42.0,19.875,25.0,25.0
1970-01-19,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,25,16,36.666666666666664,23.666666666666668,31.352941176470587,25.0,19.647058823529413,16.0,24.0
1970-01-20,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,24,15,30.333333333333332,18.666666666666668,30.944444444444443,24.0,19.38888888888889,15.0,24.0
1970-01-21,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,24,9,24.333333333333332,13.333333333333334,30.57894736842105,24.0,18.842105263157894,9.0,21.0
1970-01-22,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,21,8,23.0,10.666666666666666,30.1,21.0,18.3,8.0,29.0
1970-01-23,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,29,13,24.666666666666668,10.0,30.047619047619047,29.0,18.047619047619047,13.0,28.0
1970-01-24,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,28,18,26.0,13.0,29.954545454545453,28.0,18.045454545454547,18.0,36.0
1970-01-25,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,36,24,31.0,18.333333333333332,30.217391304347824,36.0,18.304347826086957,24.0,48.0
1970-01-26,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,48,34,37.333333333333336,25.333333333333332,30.958333333333332,48.0,18.958333333333332,34.0,36.0
1970-01-27,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,36,28,40.0,28.666666666666668,31.16,36.0,19.32,28.0,40.0
1970-01-28,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,40,31,41.333333333333336,31.0,31.5,40.0,19.76923076923077,31.0,49.0
1970-01-29,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,49,40,41.666666666666664,33.0,32.148148148148145,49.0,20.51851851851852,40.0,47.0
1970-01-30,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,47,24,45.333333333333336,31.666666666666668,32.67857142857143,47.0,20.642857142857142,24.0,36.0
1970-01-31,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,36,22,44.0,28.666666666666668,32.793103448275865,36.0,20.689655172413794,22.0,48.0
1970-02-01,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,48,34,43.666666666666664,26.666666666666668,48.0,48.0,34.0,34.0,49.0
1970-02-02,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,49,36,44.333333333333336,30.666666666666668,48.5,49.0,35.0,36.0,50.0
1970-02-03,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,50,24,49.0,31.333333333333332,49.0,50.0,31.333333333333332,24.0,24.0
1970-02-04,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,24,13,41.0,24.333333333333332,42.75,24.0,26.75,13.0,36.0
1970-02-05,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,36,14,36.666666666666664,17.0,41.4,36.0,24.2,14.0,37.0
1970-02-06,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,37,32,32.333333333333336,19.666666666666668,40.666666666666664,37.0,25.5,32.0,42.0
1970-02-07,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,42,30,38.333333333333336,25.333333333333332,40.857142857142854,42.0,26.142857142857142,30.0,39.0
1970-02-08,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,39,29,39.333333333333336,30.333333333333332,40.625,39.0,26.5,29.0,41.0
1970-02-09,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,41,33,40.666666666666664,30.666666666666668,40.666666666666664,41.0,27.22222222222222,33.0,46.0
1970-02-10,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,46,37,42.0,33.0,41.2,46.0,28.2,37.0,45.0
1970-02-11,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,45,36,44.0,35.333333333333336,41.54545454545455,45.0,28.90909090909091,36.0,37.0
1970-02-12,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,37,30,42.666666666666664,34.333333333333336,41.166666666666664,37.0,29.0,30.0,32.0
1970-02-13,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,32,22,38.0,29.333333333333332,40.46153846153846,32.0,28.46153846153846,22.0,24.0
1970-02-14,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,24,17,31.0,23.0,39.285714285714285,24.0,27.642857142857142,17.0,35.0
1970-02-15,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,35,24,30.333333333333332,21.0,39.0,35.0,27.4,24.0,35.0
1970-02-16,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,35,29,31.333333333333332,23.333333333333332,38.75,35.0,27.5,29.0,39.0
1970-02-17,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,39,27,36.333333333333336,26.666666666666668,38.76470588235294,39.0,27.470588235294116,27.0,41.0
1970-02-18,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,41,29,38.333333333333336,28.333333333333332,38.888888888888886,41.0,27.555555555555557,29.0,48.0
1970-02-19,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,48,27,42.666666666666664,27.666666666666668,39.36842105263158,48.0,27.526315789473685,27.0,34.0
1970-02-20,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,34,21,41.0,25.666666666666668,39.1,34.0,27.2,21.0,34.0
1970-02-21,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,34,22,38.666666666666664,23.333333333333332,38.857142857142854,34.0,26.952380952380953,22.0,54.0
1970-02-22,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,54,31,40.666666666666664,24.666666666666668,39.54545454545455,54.0,27.136363636363637,31.0,44.0
1970-02-23,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,44,29,44.0,27.333333333333332,39.73913043478261,44.0,27.217391304347824,29.0,52.0
1970-02-24,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,52,27,50.0,29.0,40.25,52.0,27.208333333333332,27.0,54.0
1970-02-25,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,54,20,50.0,25.333333333333332,40.8,54.0,26.92,20.0,25.0
1970-02-26,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,25,13,43.666666666666664,20.0,40.19230769230769,25.0,26.384615384615383,13.0,39.0
1970-02-27,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,39,24,39.333333333333336,19.0,40.148148148148145,39.0,26.296296296296298,24.0,40.0
1970-02-28,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,40,30,34.666666666666664,22.333333333333332,40.142857142857146,40.0,26.428571428571427,30.0,36.0
1970-03-01,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,36,25,38.333333333333336,26.333333333333332,36.0,36.0,25.0,25.0,45.0
1970-03-02,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,45,33,40.333333333333336,29.333333333333332,40.5,45.0,29.0,33.0,42.0
1970-03-03,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,42,32,41.0,30.0,41.0,42.0,30.0,32.0,37.0
1970-03-04,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,37,35,41.333333333333336,33.333333333333336,40.0,37.0,31.25,35.0,50.0
1970-03-05,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,50,35,43.0,34.0,42.0,50.0,32.0,35.0,41.0
1970-03-06,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,41,34,42.666666666666664,34.666666666666664,41.833333333333336,41.0,32.333333333333336,34.0,45.0
1970-03-07,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,45,30,45.333333333333336,33.0,42.285714285714285,45.0,32.0,30.0,40.0
1970-03-08,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,40,25,42.0,29.666666666666668,42.0,40.0,31.125,25.0,38.0
1970-03-09,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,38,22,41.0,25.666666666666668,41.55555555555556,38.0,30.11111111111111,22.0,39.0
1970-03-10,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,39,22,39.0,23.0,41.3,39.0,29.3,22.0,44.0
1970-03-11,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,44,27,40.333333333333336,23.666666666666668,41.54545454545455,44.0,29.09090909090909,27.0,38.0
1970-03-12,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,38,33,40.333333333333336,27.333333333333332,41.25,38.0,29.416666666666668,33.0,39.0
1970-03-13,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,39,34,40.333333333333336,31.333333333333332,41.07692307692308,39.0,29.76923076923077,34.0,41.0
1970-03-14,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,41,30,39.333333333333336,32.333333333333336,41.07142857142857,41.0,29.785714285714285,30.0,38.0
1970-03-15,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,38,28,39.333333333333336,30.666666666666668,40.86666666666667,38.0,29.666666666666668,28.0,36.0
1970-03-16,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,36,26,38.333333333333336,28.0,40.5625,36.0,29.4375,26.0,42.0
1970-03-17,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,42,28,38.666666666666664,27.333333333333332,40.64705882352941,42.0,29.352941176470587,28.0,40.0
1970-03-18,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,40,33,39.333333333333336,29.0,40.611111111111114,40.0,29.555555555555557,33.0,50.0
1970-03-19,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,50,34,44.0,31.666666666666668,41.10526315789474,50.0,29.789473684210527,34.0,43.0
1970-03-20,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,43,33,44.333333333333336,33.333333333333336,41.2,43.0,29.95,33.0,51.0
1970-03-21,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,51,37,48.0,34.666666666666664,41.666666666666664,51.0,30.285714285714285,37.0,43.0
1970-03-22,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,43,36,45.666666666666664,35.333333333333336,41.72727272727273,43.0,30.545454545454547,36.0,47.0
1970-03-23,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,47,39,47.0,37.333333333333336,41.95652173913044,47.0,30.91304347826087,39.0,51.0
1970-03-24,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,51,37,47.0,37.333333333333336,42.333333333333336,51.0,31.166666666666668,37.0,53.0
1970-03-25,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,53,37,50.333333333333336,37.666666666666664,42.76,53.0,31.4,37.0,54.0
1970-03-26,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,54,42,52.666666666666664,38.666666666666664,43.19230769230769,54.0,31.807692307692307,42.0,54.0
1970-03-27,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,54,40,53.666666666666664,39.666666666666664,43.592592592592595,54.0,32.111111111111114,40.0,48.0
1970-03-28,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,48,36,52.0,39.333333333333336,43.75,48.0,32.25,36.0,46.0
1970-03-29,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,46,27,49.333333333333336,34.333333333333336,43.827586206896555,46.0,32.06896551724138,27.0,35.0
1970-03-30,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,35,22,43.0,28.333333333333332,43.53333333333333,35.0,31.733333333333334,22.0,37.0
1970-03-31,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,37,32,39.333333333333336,27.0,43.32258064516129,37.0,31.741935483870968,32.0,43.0
1970-04-01,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,43,31,38.333333333333336,28.333333333333332,43.0,43.0,31.0,31.0,54.0
1970-04-02,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,54,37,44.666666666666664,33.333333333333336,48.5,54.0,34.0,37.0,52.0
1970-04-03,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,52,41,49.666666666666664,36.333333333333336,49.666666666666664,52.0,36.333333333333336,41.0,54.0
1970-04-04,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,54,41,53.333333333333336,39.666666666666664,50.75,54.0,37.5,41.0,49.0
1970-04-05,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,49,38,51.666666666666664,40.0,50.4,49.0,37.6,38.0,45.0
1970-04-06,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,45,32,49.333333333333336,37.0,49.5,45.0,36.666666666666664,32.0,56.0
1970-04-07,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,56,36,50.0,35.333333333333336,50.42857142857143,56.0,36.57142857142857,36.0,65.0
1970-04-08,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,65,40,55.333333333333336,36.0,52.25,65.0,37.0,40.0,70.0
1970-04-09,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,70,46,63.666666666666664,40.666666666666664,54.22222222222222,70.0,38.0,46.0,56.0
1970-04-10,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,56,37,63.666666666666664,41.0,54.4,56.0,37.9,37.0,50.0
1970-04-11,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,50,33,58.666666666666664,38.666666666666664,54.0,50.0,37.45454545454545,33.0,60.0
1970-04-12,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,60,36,55.333333333333336,35.333333333333336,54.5,60.0,37.333333333333336,36.0,56.0
1970-04-13,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,56,42,55.333333333333336,37.0,54.61538461538461,56.0,37.69230769230769,42.0,50.0
1970-04-14,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,50,39,55.333333333333336,39.0,54.285714285714285,50.0,37.785714285714285,39.0,60.0
1970-04-15,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,60,44,55.333333333333336,41.666666666666664,54.666666666666664,60.0,38.2,44.0,60.0
1970-04-16,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,60,44,56.666666666666664,42.333333333333336,55.0,60.0,38.5625,44.0,55.0
1970-04-17,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,55,43,58.333333333333336,43.666666666666664,55.0,55.0,38.8235294117647,43.0,63.0
1970-04-18,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,63,43,59.333333333333336,43.333333333333336,55.44444444444444,63.0,39.05555555555556,43.0,58.0
1970-04-19,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,58,44,58.666666666666664,43.333333333333336,55.578947368421055,58.0,39.31578947368421,44.0,47.0
1970-04-20,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,47,41,56.0,42.666666666666664,55.15,47.0,39.4,41.0,48.0
1970-04-21,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,48,43,51.0,42.666666666666664,54.80952380952381,48.0,39.57142857142857,43.0,67.0
1970-04-22,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,67,44,54.0,42.666666666666664,55.36363636363637,67.0,39.77272727272727,44.0,53.0
1970-04-23,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,53,46,56.0,44.333333333333336,55.26086956521739,53.0,40.04347826086956,46.0,62.0
1970-04-24,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,62,44,60.666666666666664,44.666666666666664,55.541666666666664,62.0,40.208333333333336,44.0,72.0
1970-04-25,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,72,50,62.333333333333336,46.666666666666664,56.2,72.0,40.6,50.0,72.0
1970-04-26,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,72,55,68.66666666666667,49.666666666666664,56.80769230769231,72.0,41.15384615384615,55.0,66.0
1970-04-27,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,66,53,70.0,52.666666666666664,57.148148148148145,66.0,41.592592592592595,53.0,62.0
1970-04-28,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,62,54,66.66666666666667,54.0,57.32142857142857,62.0,42.035714285714285,54.0,67.0
1970-04-29,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,67,48,65.0,51.666666666666664,57.6551724137931,67.0,42.241379310344826,48.0,53.0
1970-04-30,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,53,47,60.666666666666664,49.666666666666664,57.5,53.0,42.4,47.0,63.0
1970-05-01,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,63,48,61.0,47.666666666666664,63.0,63.0,48.0,48.0,66.0
1970-05-02,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,66,53,60.666666666666664,49.333333333333336,64.5,66.0,50.5,53.0,60.0
1970-05-03,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,60,52,63.0,51.0,63.0,60.0,51.0,52.0,62.0
1970-05-04,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,62,51,62.666666666666664,52.0,62.75,62.0,51.0,51.0,64.0
1970-05-05,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,64,49,62.0,50.666666666666664,63.0,64.0,50.6,49.0,57.0
1970-05-06,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,57,43,61.0,47.666666666666664,62.0,57.0,49.333333333333336,43.0,61.0
1970-05-07,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,61,38,60.666666666666664,43.333333333333336,61.857142857142854,61.0,47.714285714285715,38.0,65.0
1970-05-08,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,65,50,61.0,43.666666666666664,62.25,65.0,48.0,50.0,82.0
1970-05-09,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,82,53,69.33333333333333,47.0,64.44444444444444,82.0,48.55555555555556,53.0,87.0
1970-05-10,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,87,60,78.0,54.333333333333336,66.7,87.0,49.7,60.0,85.0
1970-05-11,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,85,61,84.66666666666667,58.0,68.36363636363636,85.0,50.72727272727273,61.0,85.0
1970-05-12,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,85,59,85.66666666666667,60.0,69.75,85.0,51.416666666666664,59.0,74.0
1970-05-13,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,74,57,81.33333333333333,59.0,70.07692307692308,74.0,51.84615384615385,57.0,70.0
1970-05-14,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,70,54,76.33333333333333,56.666666666666664,70.07142857142857,70.0,52.0,54.0,64.0
1970-05-15,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,64,48,69.33333333333333,53.0,69.66666666666667,64.0,51.733333333333334,48.0,60.0
1970-05-16,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,60,50,64.66666666666667,50.666666666666664,69.0625,60.0,51.625,50.0,65.0
1970-05-17,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,65,57,63.0,51.666666666666664,68.82352941176471,65.0,51.94117647058823,57.0,67.0
1970-05-18,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,67,55,64.0,54.0,68.72222222222223,67.0,52.111111111111114,55.0,67.0
1970-05-19,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,67,55,66.33333333333333,55.666666666666664,68.63157894736842,67.0,52.26315789473684,55.0,82.0
1970-05-20,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,82,55,72.0,55.0,69.3,82.0,52.4,55.0,75.0
1970-05-21,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,75,56,74.66666666666667,55.333333333333336,69.57142857142857,75.0,52.57142857142857,56.0,79.0
1970-05-22,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,79,56,78.66666666666667,55.666666666666664,70.0,79.0,52.72727272727273,56.0,81.0
1970-05-23,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,81,58,78.33333333333333,56.666666666666664,70.47826086956522,81.0,52.95652173913044,58.0,65.0
1970-05-24,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,65,58,75.0,57.333333333333336,70.25,65.0,53.166666666666664,58.0,59.0
1970-05-25,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,59,56,68.33333333333333,57.333333333333336,69.8,59.0,53.28,56.0,68.0
1970-05-26,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,68,57,64.0,57.0,69.73076923076923,68.0,53.42307692307692,57.0,71.0
1970-05-27,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,71,58,66.0,57.0,69.77777777777777,71.0,53.592592592592595,58.0,70.0
1970-05-28,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,70,55,69.66666666666667,56.666666666666664,69.78571428571429,70.0,53.642857142857146,55.0,71.0
1970-05-29,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,71,54,70.66666666666667,55.666666666666664,69.82758620689656,71.0,53.6551724137931,54.0,65.0
1970-05-30,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,65,49,68.66666666666667,52.666666666666664,69.66666666666667,65.0,53.5,49.0,74.0
1970-05-31,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,74,58,70.0,53.666666666666664,69.80645161290323,74.0,53.645161290322584,58.0,76.0
1970-06-01,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,76,64,71.66666666666667,57.0,76.0,76.0,64.0,64.0,77.0
1970-06-02,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,77,65,75.66666666666667,62.333333333333336,76.5,77.0,64.5,65.0,78.0
1970-06-03,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,78,63,77.0,64.0,77.0,78.0,64.0,63.0,69.0
1970-06-04,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,69,61,74.66666666666667,63.0,75.0,69.0,63.25,61.0,73.0
1970-06-05,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,73,60,73.33333333333333,61.333333333333336,74.6,73.0,62.6,60.0,72.0
1970-06-06,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,72,63,71.33333333333333,61.333333333333336,74.16666666666667,72.0,62.666666666666664,63.0,69.0
1970-06-07,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,69,60,71.33333333333333,61.0,73.42857142857143,69.0,62.285714285714285,60.0,83.0
1970-06-08,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,83,61,74.66666666666667,61.333333333333336,74.625,83.0,62.125,61.0,77.0
1970-06-09,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,77,63,76.33333333333333,61.333333333333336,74.88888888888889,77.0,62.22222222222222,63.0,80.0
1970-06-10,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,80,64,80.0,62.666666666666664,75.4,80.0,62.4,64.0,80.0
1970-06-11,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,80,66,79.0,64.33333333333333,75.81818181818181,80.0,62.72727272727273,66.0,91.0
1970-06-12,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,91,73,83.66666666666667,67.66666666666667,77.08333333333333,91.0,63.583333333333336,73.0,78.0
1970-06-13,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,78,60,83.0,66.33333333333333,77.15384615384616,78.0,63.30769230769231,60.0,71.0
1970-06-14,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,71,54,80.0,62.333333333333336,76.71428571428571,71.0,62.642857142857146,54.0,72.0
1970-06-15,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,72,60,73.66666666666667,58.0,76.4,72.0,62.46666666666667,60.0,69.0
1970-06-16,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,69,64,70.66666666666667,59.333333333333336,75.9375,69.0,62.5625,64.0,80.0
1970-06-17,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,80,67,73.66666666666667,63.666666666666664,76.17647058823529,80.0,62.8235294117647,67.0,80.0
1970-06-18,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,80,66,76.33333333333333,65.66666666666667,76.38888888888889,80.0,63.0,66.0,88.0
1970-06-19,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,88,66,82.66666666666667,66.33333333333333,77.0,88.0,63.1578947368421,66.0,77.0
1970-06-20,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,77,61,81.66666666666667,64.33333333333333,77.0,77.0,63.05,61.0,70.0
1970-06-21,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,70,57,78.33333333333333,61.333333333333336,76.66666666666667,70.0,62.76190476190476,57.0,75.0
1970-06-22,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,75,62,74.0,60.0,76.5909090909091,75.0,62.72727272727273,62.0,83.0
1970-06-23,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,83,61,76.0,60.0,76.8695652173913,83.0,62.65217391304348,61.0,82.0
1970-06-24,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,82,64,80.0,62.333333333333336,77.08333333333333,82.0,62.708333333333336,64.0,85.0
1970-06-25,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,85,66,83.33333333333333,63.666666666666664,77.4,85.0,62.84,66.0,73.0
1970-06-26,"JFK INTERNATIONAL AIRPORT, NY US",USW00094789,73,64,80.0,64.66666666666667,77.23076923076923,73.0,62.88461538461539,64.0,77.0
